"ID_spec","Sample","Days_fromstart","Count","Treatment","Temp","Atrazine","mean_ar","sd_ar","mean_area","sd_area","mean_speed","sd_speed","mean_linearity","sd_linearity","N10","r1","a11"
"Spiro_C","2021-05-13 17:08:45",2.06857638888889,10,2,22,0,5.221,0.811054868674124,2125.213,597.702325652159,22.209,8.97529009125734,0.444559454958497,0.313749639273435,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-14 18:00:14",3.1043287037037,8,2,22,0,4.46375,1.15302010266207,2512.8075,668.090410899389,33.1925,21.2051609284155,0.626408380004126,0.387572807119218,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-15 17:48:21",4.09607638888889,15,2,22,0,4.032,0.529921827119003,2977.54733333333,722.106257322154,39.5533333333333,14.7664158852187,0.703432703081243,0.303601417125512,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-16 17:31:27",5.08434027777778,14,2,22,0,4.565,1.01780873222065,2661.54428571429,554.870384708333,45.2914285714286,16.1580310382474,0.807245183612511,0.29633584979149,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-17 17:32:07",6.08480324074074,9,2,22,0,5.02333333333333,0.839553452735441,2999.03777777778,556.812227455939,39.4477777777778,18.72809639137,0.592524772343665,0.358517226851822,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-18 17:09:56",7.06939814814815,18,2,22,0,5.20611111111111,0.879907340635692,2546.19555555556,488.943130209521,33.4277777777778,18.8611045636112,0.590319966336756,0.346419189232441,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-19 16:54:47",8.05887731481481,31,2,22,0,4.57161290322581,0.890659294284085,2237.38709677419,577.357790832187,25.3932258064516,13.0704282987964,0.560526345180246,0.283254576153292,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-20 15:41:47",9.00818287037037,41,2,22,0,4.01024390243902,0.807952621769612,2546.17731707317,735.823277078214,29.6329268292683,15.8042266884372,0.593284207572215,0.331778617305328,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-21 15:11:41",9.98728009259259,46,2,22,0,4.92586956521739,0.992291570248621,2083.15586956522,627.289758031685,32.8995652173913,14.6443795751167,0.542960560927626,0.300379979469716,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-22 16:16:04",11.0319907407407,53,2,22,0,5.05754716981132,1.06297099182574,2130.67,554.212010307636,27.4352830188679,13.0002372173288,0.587066999284339,0.285190590881438,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-23 16:26:00",12.0388888888889,35,2,22,0,4.82428571428571,1.13030262921637,2073.408,534.29275883171,34.3282857142857,18.3960544819861,0.749784774336095,0.283716988068042,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-24 15:34:20",13.0030092592593,64,2,22,0,4.87953125,0.870585334361177,2371.47671875,567.34639752474,46.395,13.2783614403164,0.852201660949947,0.202081970367428,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-25 15:51:28",14.0149074074074,42,2,22,0,5.54309523809524,1.14070258216258,2426.18928571429,764.736841615381,40.2154761904762,17.2084724173427,0.793433341069962,0.20926059010084,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-26 16:48:13",15.0543171296296,62,2,22,0,5.84596774193548,1.00523948647666,2587.38064516129,529.586246465558,37.9035483870968,14.707308665631,0.744726746250656,0.250128407794921,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-27 16:04:50",16.0241898148148,103,2,22,0,5.08446601941748,0.830685670189109,2597.3586407767,561.133562067469,51.3506796116505,12.8856104774565,0.870521188892103,0.16649669658848,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-28 17:18:01",17.0750115740741,52,2,22,0,5.64634615384615,1.55918408633585,2641.26403846154,612.355231353276,41.3284615384615,13.8369707078913,0.809545915152389,0.233199981643788,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-29 15:48:49",18.0130671296296,70,2,22,0,5.606,0.848825958160079,2472.18114285714,449.400164456098,53.0694285714286,10.841494212985,0.934842352934039,0.0998057313931581,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-31 15:28:59",19.9992939814815,91,2,22,0,5.67967032967033,1.00594836464508,2569.34175824176,597.723718373098,44.5601098901099,14.7107305879835,0.842186209036603,0.196002584046381,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-06-02 15:34:10",22.0028935185185,74,2,22,0,4.52743243243243,0.890267099847408,2928.91432432432,700.992954280503,41.2554054054054,16.6940022195808,0.813832523288936,0.207072735622494,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-06-04 15:52:10",24.0153935185185,71,2,22,0,5.82633802816901,1.05443449899748,2339.75084507042,629.701369441435,38.6876056338028,18.4257205685646,0.766187783016634,0.269352547589058,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-06-11 15:18:30",30.9920138888889,163,2,22,0,5.22754601226994,0.91805423064254,2470.05858895706,677.924425568636,41.6955214723926,16.449924055263,0.667592557001592,0.30185919009138,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-06-14 14:59:38",33.978912037037,182,2,22,0,4.62796703296703,0.946053003906223,2028.98703296703,640.850518102681,28.8104395604396,10.8442617065624,0.509471732651519,0.277813178136698,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-06-16 14:54:55",35.9756365740741,238,2,22,0,5.53529411764706,0.880589870896063,2338.88966386555,443.963066040775,57.1020168067227,13.5648238049919,0.869236682358171,0.207408077703323,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-06-18 14:55:19",37.9759143518518,314,2,22,0,5.07815286624204,1.05683463824555,2374.59436305732,576.855074535749,43.7966560509554,14.9014897285648,0.72778476448662,0.266575782106716,22.307664861142,0.0668082223441773,-1.0583487006838e-10
"Spiro_C","2021-05-12 15:12:14",0.987662037037037,2,3,24,0,5.145,2.14253354699524,1774.7,1185.90292486358,17.655,8.20950972957582,0.265681953070391,0.00623077811562922,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-14 18:09:34",3.11081018518519,6,3,24,0,3.91166666666667,0.940157788175297,2906.30333333333,296.195588736002,51.24,14.7134387550973,0.814523673055748,0.263331882488519,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-15 18:07:19",4.10924768518518,16,3,24,0,4.45125,0.524796786067394,3026.579375,640.887394170185,51.144375,15.1495865592651,0.819658189032864,0.285537794711241,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-16 17:18:28",5.07532407407407,16,3,24,0,4.986875,1.33820137373516,2655.135,880.93813375666,42.3925,15.4133290801609,0.724583526330591,0.31035346744646,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-17 16:59:09",6.06190972222222,13,3,24,0,4.82769230769231,1.80745748611207,2524.03,785.439461840737,52.3746153846154,13.8234580908593,0.803794385658136,0.287613525349296,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-18 17:52:28",7.09893518518519,21,3,24,0,4.71428571428571,0.666142412916123,2193.3319047619,548.110836479439,42.5533333333333,16.3483828965844,0.775534350861762,0.24582434894994,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-19 16:42:02",8.05002314814815,45,3,24,0,5.80488888888889,3.35158281618363,2361.60177777778,587.27102177742,38.8526666666667,16.254090030736,0.598363768892315,0.361979125052928,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-20 15:34:44",9.00328703703704,46,3,24,0,5.59239130434783,1.1723844359682,2088.2447826087,712.447982920669,32.519347826087,15.0178997499168,0.544716971044024,0.33746479916111,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-21 15:19:36",9.99277777777778,34,3,24,0,4.81088235294118,0.965007042357908,2428.99352941176,784.476514328262,41.3702941176471,16.2485726152203,0.835750888248938,0.217399155359323,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-22 15:39:03",11.0062847222222,37,3,24,0,6.17864864864865,0.791458436341705,2595.54027027027,687.447322606073,39.3410810810811,10.1448377085162,0.820860892780197,0.168928567564807,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-23 16:28:22",12.0405324074074,25,3,24,0,4.6744,1.81126125485346,1885.2048,666.360725734193,32.6272,16.6461375700191,0.69414922127311,0.341156928159632,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-24 15:14:28",12.989212962963,34,3,24,0,5.44794117647059,0.588180447532201,2800.40735294118,714.427914205353,46.0185294117647,11.5468516323854,0.912703368413906,0.101994808578393,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-25 15:29:02",13.9993287037037,24,3,24,0,5.75208333333333,1.12520907880024,2259.00416666667,511.692892567039,40.27875,13.4735619745711,0.864742832070881,0.144358908276282,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-26 16:42:23",15.0502662037037,42,3,24,0,6.24857142857143,0.814779848849118,2542.19452380952,476.378103176829,42.7454761904762,15.9407575794482,0.869261696704181,0.182521302523446,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-27 16:20:48",16.0352777777778,40,3,24,0,5.544,2.72162828336651,2899.804,722.716798259286,52.58825,15.6985669585247,0.86539665122983,0.177094708217919,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-28 17:15:41",17.0733912037037,33,3,24,0,5.35727272727273,1.06082595393658,2800.43606060606,689.13066387995,49.2918181818182,12.8335798431657,0.902821173532853,0.154634313117562,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-29 15:55:50",18.0179398148148,29,3,24,0,6.40793103448276,1.28965493532834,2392.80551724138,680.462190041163,46.8551724137931,16.02084727131,0.869821376158117,0.223469101199274,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-31 14:40:47",19.9658217592593,43,3,24,0,5.06604651162791,0.889149244355267,3141.56744186046,779.771353294984,50.5274418604651,12.7487893156329,0.916586627590347,0.140755782966401,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-06-02 15:15:48",21.9901388888889,43,3,24,0,5.56348837209302,0.859348822464485,2688.63558139535,553.114091766756,48.8023255813954,14.0386345892173,0.884948115201884,0.193667820288005,3.90915898498485,0.56554912522228,-0.0156410710822034
"Spiro_C","2021-05-13 17:04:05",2.06533564814815,4,7,20,20,7.0825,5.3299554407143,1744.59,1502.21203958252,34.4775,4.04540377053597,0.246430595079452,0.406189966819527,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-14 16:31:28",3.04268518518519,4,7,20,20,6.94,2.5187430727779,2964.14,1792.02553359785,43.7225,10.8950642494664,0.700487431232991,0.321932667369525,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-15 17:30:43",4.08383101851852,25,7,20,20,6.1932,1.9475298885169,2363.6328,903.542379736188,41.128,10.8961701987441,0.555970613761714,0.365427635569665,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-16 17:45:16",5.09393518518519,13,7,20,20,4.27,0.625006666631111,2443.42615384615,464.550179735524,29.9146153846154,10.4162922189109,0.765008914224585,0.222437691680155,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-17 17:41:47",6.0915162037037,15,7,20,20,4.75,0.576454681653294,2939.56533333333,950.48006438,28.5853333333333,15.0272066916104,0.589548473567217,0.300840501190461,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-18 17:37:58",7.08886574074074,14,7,20,20,4.72,0.931210956848042,2784.42142857143,1087.20182552669,28.0042857142857,8.17908469045445,0.458744593668222,0.24967213988096,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-19 17:02:41",8.06436342592593,11,7,20,20,3.78272727272727,0.713401582688052,3667.52818181818,599.023411208914,46.9081818181818,12.6031439079159,0.827065994955262,0.124529331469263,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-20 15:53:53",9.01658564814815,21,7,20,20,5.70190476190476,3.67313165983418,2378.1380952381,756.381958554136,39.4357142857143,11.1001705263607,0.63976150981783,0.30489677746518,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-21 15:41:54",10.0082638888889,20,7,20,20,4.6875,0.73463112834731,2815.8815,998.355000115453,33.65,16.6529643322933,0.694562622943735,0.222136334052647,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-22 15:56:05",11.0181134259259,41,7,20,20,4.04048780487805,0.740955299662241,3207.98780487805,950.68697622696,30.31,9.60265510158519,0.689861021705068,0.244161773771159,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-23 16:57:31",12.060775462963,36,7,20,20,4.56194444444444,0.596282864057197,2637.52472222222,401.57776997016,34.1341666666667,6.86916479639264,0.775156683712108,0.233141692795073,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-24 15:06:33",12.9837152777778,47,7,20,20,4.46234042553191,0.799739666244605,2530.7729787234,668.915657687597,22.978085106383,10.9248141240377,0.505474925040775,0.280932457162801,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-25 15:56:49",14.0186226851852,74,7,20,20,4.67081081081081,0.589166480546317,2606.33459459459,547.152589027933,32.1809459459459,9.48767190995824,0.688391920573503,0.24139650726776,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-26 17:20:19",15.0766087962963,69,7,20,20,4.64782608695652,0.767298296095994,2201.60347826087,559.171927987706,25.8263768115942,10.4457321669179,0.691391798157676,0.271745037454998,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-27 15:38:58",16.0062268518519,77,7,20,20,4.46116883116883,0.800386377132902,2423.54792207792,546.379200017181,23.5733766233766,9.62924911134787,0.56458891599496,0.266818980555772,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-28 16:46:59",17.0534606481481,80,7,20,20,4.704125,0.728481503288115,2745.221875,652.480958921153,23.33225,12.1249910322295,0.671857086865682,0.245532149986403,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-29 16:06:21",18.0252430555556,98,7,20,20,5.58061224489796,1.20494754672723,2302.02285714286,573.805486911993,24.8286734693878,11.4927143786481,0.697021892061982,0.272578010110711,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-31 15:10:42",19.9865972222222,105,7,20,20,4.85571428571429,0.741361607427194,2481.16323809524,520.463894302099,32.6041904761905,13.6670167093115,0.72408370628399,0.252591048473746,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-06-02 15:04:05",21.9820023148148,110,7,20,20,4.75927272727273,0.689297886485658,2859.851,540.565792057755,41.2041818181818,14.1588883732671,0.800441890886446,0.232410748737646,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-06-04 16:27:43",24.0400810185185,93,7,20,20,4.78569892473118,0.968038579281369,2622.31397849462,611.805656117059,27.3811827956989,8.47440979725873,0.724463015288759,0.255897481263581,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-06-07 15:44:41",27.0101967592593,231,7,20,20,5.38242424242424,1.06749654805316,2222.87168831169,475.726013455688,32.5922510822511,13.142464799175,0.69083351678721,0.275853864309576,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-06-09 14:49:54",28.9721527777778,197,7,20,20,5.2841116751269,0.94814956610755,2250.33233502538,488.38977262607,31.0111675126904,10.8369809579523,0.637182938186607,0.266751508397755,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-06-11 15:25:26",30.9968287037037,218,7,20,20,5.27821100917431,0.875526444117073,2424.03706422018,503.904408605063,38.5249082568807,11.2830894321724,0.677275438336177,0.246792440891524,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-06-14 15:08:24",33.985,253,7,20,20,5.17055335968379,0.970000250633342,2733.81664031621,590.901450786377,43.012371541502,11.8343239654216,0.719431383241707,0.258254208649787,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-06-16 15:25:48",35.9970833333333,163,7,20,20,5.29460122699386,1.41607231340374,2702.71631901841,599.576947522123,41.9544171779141,14.8649283611766,0.769413071050637,0.242216027290054,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-06-18 14:59:25",37.9787615740741,169,7,20,20,5.31976331360947,0.984717721616274,2565.61195266272,612.546471834973,36.3345562130177,11.1579794722464,0.685501073644166,0.240888727147656,6.52170914354336,0.213490202290044,-0.00107257800043136
"Spiro_C","2021-05-13 17:09:56",2.06939814814815,8,8,22,20,5.01375,0.822677466742413,2773.3975,519.277876664178,30.3375,13.184898016833,0.605532298820744,0.254342162088356,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-15 17:46:35",4.09484953703704,6,8,22,20,3.75166666666667,0.653342687007872,3599.16666666667,774.647319356794,26.7,10.7196473822603,0.756119938150062,0.197122686508486,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-17 17:13:17",6.07172453703704,6,8,22,20,4.755,0.615166644089226,3287.18666666667,529.044524503058,32.9483333333333,16.2537668454628,0.778708632211356,0.218079984788637,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-18 17:08:45",7.06857638888889,18,8,22,20,4.45555555555556,0.745703159852752,2345.56777777778,791.409558933453,33.6855555555556,13.3155778837828,0.705366415929673,0.303808533697493,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-19 16:47:11",8.05359953703704,27,8,22,20,4.63407407407407,1.96353734809881,2893.67333333333,646.466296539532,33.952962962963,8.58778954939683,0.722057494534845,0.2514883551377,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-20 15:45:17",9.01061342592593,40,8,22,20,4.944,3.93956837411904,2706.42025,883.430413464054,29.74825,12.450331246237,0.60136472838239,0.268611493731813,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-21 15:14:59",9.98957175925926,35,8,22,20,4.75742857142857,0.710808747575782,2491.48942857143,634.127193336696,30.0245714285714,12.8640891730468,0.541747335140451,0.300956303363855,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-22 16:17:15",11.0328125,39,8,22,20,4.73435897435897,0.882567411684423,2521.11512820513,608.233343181069,31.4194871794872,11.2326783488173,0.689621875176628,0.233717278329362,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-23 17:03:57",12.0652430555556,40,8,22,20,4.55675,0.882305800525547,2168.08225,692.08567467822,28.2055,11.6167374717336,0.831757378365777,0.170572213599303,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-24 15:32:34",13.0017824074074,57,8,22,20,4.66842105263158,0.499688436762936,2710.53631578947,527.6949913865,35.9870175438597,11.7549949816044,0.859226614560719,0.173330855803008,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-25 15:55:05",14.0174189814815,73,8,22,20,4.79945205479452,0.7473488149061,2468.78438356164,584.933005377981,31.3757534246575,10.4316127332323,0.72828488716336,0.260657500212398,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-26 17:21:28",15.0774074074074,45,8,22,20,5.10755555555556,1.24876148744476,2160.90755555556,784.862609949131,28.698,12.1488042060264,0.698054328487649,0.272042777794257,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-27 15:58:31",16.0198032407407,65,8,22,20,4.69230769230769,0.626996235113221,2348.656,406.51666117762,28.1995384615385,6.11781860397592,0.4675869011689,0.261942881520943,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-28 17:29:37",17.0830671296296,69,8,22,20,5.76159420289855,3.00046742593276,2576.23144927536,494.899619397936,37.2450724637681,11.5966301676251,0.853479613855149,0.186142223875083,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-29 16:10:25",18.0280671296296,47,8,22,20,5.50340425531915,0.847370040300511,2434.31382978723,479.52870975643,36.6268085106383,12.4332581875463,0.862145797903846,0.214967894976908,7.34905435227953,0.268179555503793,-0.00334127048838775
"Spiro_C","2021-05-31 15:28:24",19.9988888888889,80,8,22,20,5.255625,0.990475967606011,2628.571,587.206898694946,35.3035,13.3221680772493,0.849030076944942,0.163731045693464,7.34905435227953,0.268179555503793,-0.00334127048838775
